repo_name,ownership.owner,ownership.owner_kind,ownership.owner_name,ownership.theme,ownership.squad,ownership.priority,github.contributor_count_90d,github.release_count_12mo,github.pr_closure_ratio_90d,github.median_pr_response_seconds,makefile.upgrade,TIMESTAMP,dependabot.exists,dependabot.has_ecosystem.github-actions,dependabot.has_ecosystem.npm,dependabot.has_ecosystem.pip,dependencies.count,dependencies.github.count,dependencies.js.all.count,dependencies.js.count,dependencies.js.dev.count,dependencies.pypi.count,dependencies.pypi_all.count,django_packages.django_42.count,django_packages.total.count,django_packages.upgraded.count,docs.build_badge,docs.python_version,exists..coveragerc,exists..editorconfig,exists..gitignore,exists..pii_annotations.yml,exists.CHANGELOG.rst,exists.Makefile,exists.README,exists.commitlint.yml,exists.dependabot.yml,exists.openedx.yaml,exists.package.json,exists.pylintrc,exists.pyproject.toml,exists.requirements,exists.setup.cfg,exists.setup.py,exists.tox.ini,exists.transifex_config,github.last_push,github_actions,makefile.pip-installed,makefile.quality,makefile.quality-js,makefile.quality-python,makefile.test,makefile.test-js,makefile.test-python,npm_package,org_name,pinned_python_dependencies,readme.bad_links,readme.getting-help,readme.good_links,readme.irc-missing,readme.mailing-list-missing,readme.security,readthedocs_config.exists,readthedocs_config.file_name,readthedocs_config.version,renovate.configured,renovate.last_pr,renovate.oldest_open_pr_date,renovate.total_open_prs,requires.django,requires.pytest,setup_py.project_urls,setup_py.py312_classifiers,setup_py.pypi_name,setup_py.python_versions,setup_py.repo_url,tox_ini.has_section.testenv,tox_ini.has_section.testenv:quality,tox_tox_section,tox_ini.uses_whitelist_externals
openedx/frontend-app-admin-portal,,,,,,,3,0,0.4878,350,False,2026-08-20,True,True,False,False,73,0,0,53,20,0,0,0,0,0,False,,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,2026-08-18 17:48:41,True,False,False,False,False,False,False,False,,openedx,0,"['https://openedx.org/slack: 403', 'https://openedx.slack.com/: 403', 'https://openedx.slack.com/archives/C04BM6YC7A6: 403', 'https://openedx.org/community/connect: 403', 'https://openedx.org/r/how-to-contribute: 403', 'https://openedx.org/code-of-conduct/: 403']",False,"['https://github.com/openedx/frontend-app-admin-portal/actions/workflows/ci.yml/badge.svg', 'https://codecov.io/gh/edx/frontend-app-admin-portal/branch/master/graph/badge.svg', 'https://github.com/openedx/devstack', 'https://github.com/openedx/edx-analytics-data-api', 'https://discuss.openedx.org', 'https://github.com/openedx/frontend-app-admin-portal/issues']",True,True,True,False,,,True,2026-02-07,2024-05-22,6,False,False,,False,,[],,False,False,False,False
openedx/xblock-google-drive,,,,,,,3,1,0.875,49691,True,2026-08-20,True,True,False,False,99,0,0,0,0,85,99,7,7,5,False,,False,False,True,False,False,True,True,True,True,True,False,False,False,True,True,True,True,False,2026-08-10 20:13:26,True,True,True,False,False,True,False,False,,openedx,0,['https://openedx.atlassian.net/wiki/display/OpenOPS/Running+Fullstack: 404'],False,"['https://docs.openedx.org/en/latest/developers/references/developer_guide/internationalization/i18n.html', 'https://xblock-tutorial.readthedocs.io/en/latest/', 'https://travis-ci.org/edx-solutions/xblock-google-drive.svg?branch=master', 'https://travis-ci.org/edx-solutions/xblock-google-drive']",True,True,False,False,,,False,,,,True,True,,True,xblock-google-drive,['3.12'],https://github.com/openedx/xblock-google-drive,True,True,True,False
openedx/pr_watcher_notifier,,,,,,,1,0,,,False,2026-08-20,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,2026-05-30 15:32:44,True,False,False,False,False,True,False,False,,openedx,0,['https://pythonhosted.org/Flask-Mail/: 404'],False,"['https://developer.github.com/webhooks/creating/', 'https://github.com/settings/tokens', 'https://github.com/lgp171188/custom_templates']",True,True,False,False,,,False,,,,False,False,,False,,[],,False,False,False,False
openedx/DoneXBlock,,,,,,,3,2,0.878,87,True,2026-08-20,True,True,False,False,124,0,0,0,0,20,124,7,7,6,False,,True,False,True,False,False,True,True,True,True,True,False,True,False,True,False,True,True,False,2026-08-17 12:06:42,True,True,True,False,False,True,False,False,,openedx,0,"['https://www.gnu.org/licenses/agpl-3.0: HTTPSConnectionPool(host=\'www.gnu.org\', port=443): Max retries exceeded with url: /licenses/agpl-3.0 (Caused by NewConnectionError(""HTTPSConnection(host=\'www.gnu.org\', port=443): Failed to establish a new connection: [Errno 101] Network is unreachable""))', 'https://openedx.org/r/xblock: 403', 'https://openedx.org/slack: 403', 'https://openedx.slack.com/: 403', 'https://openedx.org/getting-help: 403', 'https://openedx.org/r/how-to-contribute: 403', 'https://openedx.org/code-of-conduct/: 403', 'https://open-edx-backstage.herokuapp.com/catalog/default/component/DoneXBlock: 404']",True,"['https://img.shields.io/badge/License-AGPL_v3-blue.svg', 'https://github.com/openedx/DoneXBlock/actions/workflows/ci.yml/badge.svg', 'https://github.com/openedx/DoneXBlock/actions/workflows/ci.yml', 'https://github.com/openedx/DoneXBlock/actions/workflows/pypi-release.yml/badge.svg', 'https://github.com/openedx/DoneXBlock/actions/workflows/pypi-release.yml', 'https://img.shields.io/badge/status-maintained-31c653', 'https://docs.tutor.edly.io/configuration.html', 'https://discuss.openedx.org', 'https://github.com/openedx/DoneXBlock/issues']",True,True,True,True,.readthedocs.yaml,2,False,,,,True,True,,True,done-xblock,"['3', '3.12']",https://github.com/openedx/DoneXBlock,True,True,True,False
openedx/event-bus-redis,,,,,,,2,6,0.9444,16145,True,2026-08-20,True,True,False,False,115,0,0,0,0,30,115,7,8,5,True,,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,2026-08-17 07:43:13,True,True,True,False,False,True,False,False,,openedx,0,"['https://docs.openedx.org/projects/event-bus-redis: 404', 'https://openedx.slack.com/: 403', 'https://open-edx-backstage.herokuapp.com/catalog/default/component/event-bus-redis: 404', 'https://event-bus-redis.readthedocs.io/en/latest/: 404']",True,"['https://redis.readthedocs.io/en/stable/examples/ssl_connection_examples.html', 'https://github.com/openedx/openedx-events/blob/06635f3642cee4020d6787df68bba694bd1233fe/openedx_events/event_bus/__init__.py', 'https://redis.io/commands/xread/', 'https://openedx.atlassian.net/wiki/spaces/AC/pages/3508699151/How+to+start+using+the+Event+Bus', 'https://openedx.atlassian.net/wiki/spaces/DOC/pages/21627535/Publish+Documentation+on+Read+the+Docs', 'https://discuss.openedx.org', 'https://github.com/openedx/event-bus-redis/issues', 'https://openedx.org/slack', 'https://openedx.org/getting-help', 'https://openedx.org/r/how-to-contribute', 'https://openedx.org/code-of-conduct/', 'https://img.shields.io/pypi/v/edx-event-bus-redis.svg', 'https://pypi.python.org/pypi/edx-event-bus-redis/', 'https://github.com/openedx/event-bus-redis/workflows/Python%20CI/badge.svg?branch=main', 'https://github.com/openedx/event-bus-redis/actions', 'https://codecov.io/github/openedx/event-bus-redis/coverage.svg?branch=main', 'https://codecov.io/github/openedx/event-bus-redis?branch=main', 'https://readthedocs.org/projects/edx-event-bus-redis/badge/?version=latest', 'https://img.shields.io/pypi/pyversions/edx-event-bus-redis.svg', 'https://pypi.python.org/pypi/event-bus-redis/', 'https://img.shields.io/github/license/openedx/event-bus-redis.svg', 'https://github.com/openedx/event-bus-redis/blob/main/LICENSE.txt', 'https://img.shields.io/badge/Status-Experimental-yellow']",True,True,True,True,.readthedocs.yaml,2,False,,,,True,True,,True,edx_event_bus_redis,"['3', '3.12']",https://github.com/openedx/event-bus-redis,True,True,True,False
openedx/openedx-events,,,,,,,6,5,0.8095,143950,True,2026-08-20,True,True,False,False,121,0,0,0,0,20,121,5,6,3,True,,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,False,2026-08-18 15:19:13,True,True,True,False,False,True,False,False,,openedx,0,['https://openedx.slack.com/: 403'],True,"['https://open-edx-proposals.readthedocs.io/en/latest/oep-0050-hooks-extension-framework.html', 'https://docs.openedx.org/en/latest/developers/how-tos/get-ready-for-python-dev.html', 'https://openedx-events.readthedocs.io/en/latest/', 'https://discuss.openedx.org', 'https://github.com/openedx/openedx-events/issues', 'https://openedx.org/slack', 'https://openedx.org/getting-help', 'https://openedx.org/r/how-to-contribute', 'https://openedx.org/code-of-conduct/', 'https://backstage.openedx.org/catalog/default/component/openedx-events', 'https://img.shields.io/pypi/v/openedx-events.svg', 'https://pypi.python.org/pypi/openedx-events/', 'https://github.com/openedx/openedx-events/actions/workflows/ci.yml/badge.svg?branch=main', 'https://github.com/openedx/openedx-events/actions/workflows/ci.yml', 'https://codecov.io/github/openedx/openedx-events/coverage.svg?branch=main', 'https://codecov.io/github/openedx/openedx-events?branch=main', 'https://readthedocs.org/projects/openedx-events/badge/?version=latest', 'https://img.shields.io/pypi/pyversions/openedx-events.svg', 'https://img.shields.io/github/license/openedx/openedx-events.svg', 'https://github.com/openedx/openedx-events/blob/main/LICENSE.txt', 'https://img.shields.io/badge/Status-Maintained-brightgreen']",True,True,True,True,.readthedocs.yaml,2,False,,,,True,True,,True,openedx-events,"['3', '3.12']",https://github.com/openedx/openedx-events,True,True,True,False
openedx/edx-submissions,,,,,,,4,6,0.7,125,True,2026-08-20,True,True,False,False,106,0,0,0,0,10,106,8,11,4,True,,True,False,True,False,False,True,True,True,True,True,False,True,False,True,True,True,True,False,2026-08-17 21:33:38,True,False,False,False,False,True,False,False,,openedx,4,"['https://docs.openedx.org/projects/edx-submissions: 404', 'https://openedx.org/getting-help: 403', 'https://openedx.org/slack: 403', 'https://openedx.slack.com/: 403', 'https://openedx.org/r/how-to-contribute: 403', 'https://openedx.org/code-of-conduct/: 403']",True,"['https://discuss.openedx.org', 'https://github.com/openedx/edx-submissions/issues', 'https://backstage.openedx.org/catalog/default/component/edx-submissions', 'https://img.shields.io/pypi/v/edx-submissions.svg', 'https://pypi.python.org/pypi/edx-submissions/', 'https://github.com/openedx/edx-submissions/actions/workflows/ci.yml/badge.svg?branch=master', 'https://github.com/openedx/edx-submissions/actions/workflows/ci.yml?branch=master', 'https://codecov.io/github/openedx/edx-submissions/coverage.svg?branch=master', 'https://codecov.io/github/openedx/edx-submissions?branch=master', 'https://readthedocs.org/projects/edx-submissions/badge/?version=latest', 'https://img.shields.io/pypi/pyversions/edx-submissions.svg', 'https://img.shields.io/github/license/openedx/edx-submissions.svg', 'https://github.com/openedx/edx-submissions/blob/master/LICENSE.txt', 'https://img.shields.io/badge/Status-Experimental-yellow', 'https://img.shields.io/badge/Status-Maintained-brightgreen', 'https://img.shields.io/badge/Status-Deprecated-orange', 'https://img.shields.io/badge/Status-Unsupported-red']",True,True,True,True,.readthedocs.yaml,2,False,,,,True,True,,True,edx-submissions,"['3', '3.12']",http://github.com/openedx/edx-submissions.git,True,True,True,False
openedx/xqueue,,,,,,,0,1,0.0,,True,2026-08-20,False,False,False,False,59,0,0,0,0,57,59,5,7,3,False,,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,2026-07-30 14:21:13,True,True,True,False,False,True,False,False,,openedx,2,['https://open.edx.org/getting-help: 403'],True,['https://github.com/openedx/public-engineering/issues/286'],True,True,True,False,,,False,,,,True,True,,False,,[],,True,False,True,False
openedx/openedx-chem,,,,,,,1,0,0.0,6,True,2026-08-20,False,False,False,False,39,0,0,0,0,9,39,0,0,0,False,,True,False,True,False,False,True,True,True,False,True,False,False,False,True,False,True,True,False,2026-05-30 15:29:42,True,False,False,False,False,False,False,False,,openedx,2,[],False,"['https://github.com/openedx/edx-platform', 'https://github.com/openedx/openedx-chem/blob/master/LICENSE']",True,True,False,False,,,False,,,,False,True,,True,chem,"['3', '3.12']",https://github.com/openedx/openedx-chem,True,True,True,False
openedx/eslint-config,,,,,,,0,0,,,False,2026-08-20,False,False,False,False,9,0,0,0,9,0,0,0,0,0,False,,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,2026-08-12 01:38:09,True,False,False,False,False,False,False,False,@edx/eslint-config,openedx,0,"['https://www.npmjs.com/package/@edx/eslint-config: 403', 'https://www.npmjs.com/package/eslint-config-airbnb-typescript: 403']",False,"['https://github.com/openedx/eslint-config/actions/workflows/release.yml/badge.svg', 'https://github.com/openedx/eslint-config/actions/workflows/release.yml/', 'https://img.shields.io/npm/v/@edx/eslint-config.svg', 'https://img.shields.io/npm/dt/@edx/eslint-config.svg', 'https://img.shields.io/npm/l/@edx/eslint-config.svg', 'https://github.com/openedx/eslint-config/blob/master/LICENSE', 'https://img.shields.io/badge/%20%20%F0%9F%93%A6%F0%9F%9A%80-semantic--release-e10079.svg', 'https://github.com/semantic-release/semantic-release']",True,True,False,False,,,True,2025-12-08,2024-04-29,9,False,False,,False,,[],,False,False,False,False
openedx/cc2olx,,,,,,,3,1,0.9375,1020470,True,2026-08-20,True,True,False,False,67,0,0,0,0,11,67,1,1,0,False,,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,True,False,2026-08-10 20:02:13,True,True,False,False,False,True,False,False,,openedx,2,[],False,"['https://github.com/openedx/cc2olx/workflows/Python%20CI/badge.svg?branch=master', 'https://github.com/openedx/cc2olx/actions?query=workflow%3A%22Python+CI%22', 'https://www.imsglobal.org/activity/common-cartridge', 'https://github.com/raccoongang/xblock-pdf', 'https://github.com/openedx/xblock-google-drive', 'https://s3.amazonaws.com/public-imscc/c075c6df1f674a7b9d9192307e812f74.imscc', 'https://lor.instructure.com/resources/c075c6df1f674a7b9d9192307e812f74', 'https://s3.amazonaws.com/public-imscc/faa3332ffd834070ad81d97bdb236649.imscc', 'https://lor.instructure.com/resources/faa3332ffd834070ad81d97bdb236649', 'https://s3.amazonaws.com/public-imscc/d933c048da6d4fd5a9cb552148d628cb.imscc', 'https://lor.instructure.com/resources/d933c048da6d4fd5a9cb552148d628cb']",True,True,False,False,,,False,,,,True,True,,True,cc2olx,"['3', '3.12']",https://github.com/openedx/cc2olx,True,True,True,False
openedx/openedx-app-foundation-android,,,,,,,1,9,,,False,2026-08-20,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,2026-07-30 14:21:49,True,False,False,False,False,False,False,False,,openedx,0,[],False,['https://jitpack.io'],True,True,False,False,,,False,,,,False,False,,False,,[],,False,False,False,False
openedx/aspects-dbt,,,,,,,2,10,1.0,33570,False,2026-08-20,True,True,False,False,0,0,0,0,0,0,0,0,0,0,False,,False,False,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,2026-07-30 14:21:43,True,False,False,False,False,False,False,False,,openedx,0,"['https://openedx.slack.com/: 403', 'https://open-edx-backstage.herokuapp.com/catalog/default/component/openedx-event-sink-clickhouse: 404']",True,"['https://openedx.github.io/aspects-dbt/', 'https://clickhouse.com', 'https://docs.openedx.org/projects/openedx-aspects/en/latest/index.html', 'https://docs.getdbt.com/reference/resource-properties/unit-tests', 'https://discuss.openedx.org', 'https://github.com/openedx/aspects-dbt/issues', 'https://openedx.org/slack', 'https://openedx.org/getting-help', 'https://openedx.org/r/how-to-contribute', 'https://openedx.org/code-of-conduct/']",True,True,True,False,,,False,,,,False,False,,False,,[],,False,False,False,False
openedx/edx-enterprise-subsidy-client,,,,,,,6,11,0.875,47567,True,2026-08-20,True,True,False,False,103,0,0,0,0,19,103,5,6,4,True,,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,False,2026-08-19 13:57:00,True,False,True,False,False,True,False,False,,openedx,0,"['https://docs.openedx.org/projects/edx-enterprise-subsidy-client/how-tos/how-to-deploy-this-component.html: 404', 'https://docs.openedx.org/projects/edx-enterprise-subsidy-client: 404', 'https://openedx.slack.com/: 403', 'https://open-edx-backstage.herokuapp.com/catalog/default/component/edx-enterprise-subsidy-client: 404', 'https://edx-enterprise-subsidy-client.readthedocs.io/en/latest/: 404']",True,"['https://openedx.atlassian.net/wiki/spaces/DOC/pages/21627535/Publish+Documentation+on+Read+the+Docs', 'https://discuss.openedx.org', 'https://github.com/openedx/edx-enterprise-subsidy-client/issues', 'https://openedx.org/slack', 'https://openedx.org/getting-help', 'https://openedx.org/r/how-to-contribute', 'https://openedx.org/code-of-conduct/', 'https://img.shields.io/pypi/v/edx-enterprise-subsidy-client.svg', 'https://pypi.python.org/pypi/edx-enterprise-subsidy-client/', 'https://github.com/openedx/edx-enterprise-subsidy-client/workflows/Python%20CI/badge.svg?branch=main', 'https://github.com/openedx/edx-enterprise-subsidy-client/actions', 'https://codecov.io/github/openedx/edx-enterprise-subsidy-client/coverage.svg?branch=main', 'https://codecov.io/github/openedx/edx-enterprise-subsidy-client?branch=main', 'https://readthedocs.org/projects/edx-enterprise-subsidy-client/badge/?version=latest', 'https://img.shields.io/pypi/pyversions/edx-enterprise-subsidy-client.svg', 'https://img.shields.io/github/license/openedx/edx-enterprise-subsidy-client.svg', 'https://github.com/openedx/edx-enterprise-subsidy-client/blob/main/LICENSE.txt', 'https://img.shields.io/badge/Status-Experimental-yellow', 'https://img.shields.io/badge/Status-Maintained-brightgreen', 'https://img.shields.io/badge/Status-Deprecated-orange', 'https://img.shields.io/badge/Status-Unsupported-red']",True,True,True,True,.readthedocs.yaml,2,False,,,,False,True,,True,edx-enterprise-subsidy-client,"['3', '3.12']",https://github.com/openedx/edx-enterprise-subsidy-client,False,True,True,False
openedx/frontend-app-profile,,,,,,,3,5,0.439,223,False,2026-08-20,True,True,False,False,44,0,0,35,9,0,0,0,0,0,False,,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,2026-08-17 12:31:56,True,False,False,False,False,True,False,False,@edx/frontend-app-profile,openedx,0,"['https://github.com/openedx/frontend-app-profile/blob/main/LICENSE: 404', 'https://openedx.org/slack: 403', 'https://openedx.slack.com/: 403', 'https://openedx.slack.com/archives/C04BM6YC7A6: 403', 'https://openedx.org/getting-help: 403', 'https://openedx.org/r/how-to-contribute: 403', 'https://openedx.org/code-of-conduct/: 403', 'https://backstage.herokuapp.com/catalog/default/component/frontend-app-profile: 502']",True,"['https://img.shields.io/github/license/openedx/frontend-app-profile.svg', 'https://img.shields.io/badge/Status-Maintained-brightgreen', 'https://github.com/openedx/frontend-app-profile/actions/workflows/ci.yml/badge.svg', 'https://github.com/openedx/frontend-app-profile/actions/workflows/ci.yml', 'https://codecov.io/github/openedx/frontend-app-profile/coverage.svg?branch=main', 'https://codecov.io/github/openedx/frontend-app-profile?branch=main', 'https://github.com/overhangio/tutor', 'https://github.com/overhangio/tutor-mfe', 'https://github.com/openedx/frontend-app-profile.git', 'https://github.com/nvm-sh/nvm', 'https://github.com/openedx/frontend-plugin-framework', 'https://discuss.openedx.org', 'https://github.com/openedx/frontend-app-profile/issues']",True,True,True,False,,,True,2026-04-06,2025-07-21,5,False,False,,False,,[],,False,False,False,False
openedx/xblock-drag-and-drop-v2,,,,,,,4,4,0.8889,46026,True,2026-08-20,True,True,False,False,95,0,0,0,0,33,95,8,9,6,False,,False,False,True,False,False,True,True,True,True,True,False,True,False,True,False,True,True,False,2026-08-17 12:48:54,True,True,False,False,False,True,False,False,,openedx,0,[],False,"['https://docs.openedx.org/en/latest/educators/references/course_development/problem_settings.html', 'https://github.com/open-craft/demo-courses/archive/drag-and-drop-v2.tar.gz', 'https://docs.openedx.org/projects/xblock/en/latest/xblock-tutorial/edx_platform/edx_lms.html', 'https://github.com/openedx/i18n-tools', 'https://github.com/openedx/openedx-translations']",True,True,False,False,,,False,,,,True,True,,True,xblock-drag-and-drop-v2,['3.12'],https://github.com/openedx/xblock-drag-and-drop-v2,True,True,True,False
openedx/openedx-app-android,,,,,,,2,6,0.7857,1177041,False,2026-08-20,True,True,False,False,0,0,0,0,0,0,0,0,0,0,False,,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,2026-08-17 23:54:37,True,False,False,False,False,False,False,False,,openedx,0,"['https://app.transifex.com/open-edx/openedx-translations/dashboard/: 403', 'https://app.transifex.com/open-edx/openedx-translations/openedx-app-android/: 404']",False,"['https://github.com/openedx/openedx-app-android.git', 'https://docs.openedx.org/en/latest/developers/concepts/oep58.html', 'https://github.com/openedx/openedx-atlas', 'https://github.com/openedx/openedx-translations', 'https://github.com/openedx/openedx-translations/blob/04ccea36b8e6a9889646dfb5a5acb99686fa9ae0/translations/openedx-app-android/i18n/src/main/res/values-uk/strings.xml', 'https://github.com/openedx/openedx-atlas/issues/20', 'https://github.com/apps/transifex-integration', 'https://github.com/openedx/openedx-app-android/blob/main/LICENSE']",True,True,False,False,,,False,,,,False,False,,False,,[],,False,False,False,False
openedx/event-tracking,,,,,,,4,3,0.9474,31700,True,2026-08-20,True,True,False,False,98,0,0,0,0,43,98,5,6,4,False,,True,False,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,False,2026-08-18 12:32:38,True,False,False,False,False,True,False,False,,openedx,2,"['http://www.edx.org/some/path/1: 404', 'http://www.edx.org/some/path/2: 404']",False,"['http://code.edx.org/', 'http://event-tracking.readthedocs.org/en/latest/', 'https://github.com/openedx/edx-platform/wiki/How-To-Contribute', 'https://groups.google.com/forum/', 'https://github.com/openedx/event-tracking/workflows/Python%20CI/badge.svg?branch=master', 'https://github.com/openedx/event-tracking/actions?query=workflow%3A%22Python+CI%22']",True,False,True,False,,,False,,,,True,True,,True,event-tracking,"['3', '3.12']",https://github.com/openedx/event-tracking,True,False,True,False
openedx/xblock-image-explorer,,,,,,,3,2,0.875,45582,True,2026-08-20,True,True,False,False,84,0,0,0,0,28,84,6,6,4,False,,False,False,True,False,False,True,True,True,True,False,False,True,False,True,False,True,True,False,2026-08-10 20:12:58,True,True,False,False,False,False,False,False,,openedx,0,"['http://link/to/image.jpg: HTTPConnectionPool(host=\'link\', port=80): Max retries exceeded with url: /to/image.jpg (Caused by NameResolutionError(""HTTPConnection(host=\'link\', port=80): Failed to resolve \'link\' ([Errno -3] Temporary failure in name resolution)""))']",False,"['https://github.com/openedx/xblock-image-explorer/actions/workflows/ci.yml/badge.svg', 'https://github.com/openedx/xblock-image-explorer/actions/workflows/ci.yml', 'https://raw.githubusercontent.com/openedx/xblock-image-explorer/3b67392a73edcd606f4e3fb30cfa8b3cc20720d3/doc/img/student-view.png', 'https://raw.githubusercontent.com/openedx/xblock-image-explorer/3b67392a73edcd606f4e3fb30cfa8b3cc20720d3/doc/img/edit-view.png']",True,True,False,False,,,False,,,,True,True,,True,xblock-image-explorer,['3.12'],https://github.com/openedx/xblock-image-explorer,True,True,True,False
openedx/edx-organizations,,,,,,,4,3,0.8846,1239127,True,2026-08-20,True,True,False,False,37,0,0,0,0,31,37,5,9,4,False,,True,False,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,False,2026-08-17 21:31:55,True,False,True,False,False,True,False,False,,openedx,7,['https://coveralls.io/github/edx/edx-organizations?branch=master: 403'],False,"['https://github.com/openedx/edx-organizations/workflows/Python%20CI/badge.svg?branch=master', 'https://github.com/openedx/edx-organizations/actions?query=workflow%3A%22Python+CI%22', 'https://coveralls.io/repos/github/edx/edx-organizations/badge.svg?branch=master', 'https://github.com/openedx/.github/blob/master/CONTRIBUTING.md', 'https://groups.google.com/forum/']",True,False,True,False,,,False,,,,True,True,,True,edx-organizations,"['3', '3.12']",https://github.com/openedx/edx-organizations,True,True,True,False
openedx/openedx-webhooks-data-schema,,,,,,,0,0,0.6667,12513,True,2026-08-20,False,False,False,False,74,0,0,0,0,2,74,2,2,1,False,,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,False,False,2025-07-30 09:30:08,True,True,True,False,False,True,False,False,,openedx,5,['https://openedx.slack.com/: 403'],True,"['https://github.com/openedx/.github/blob/master/CONTRIBUTING.md', 'https://discuss.openedx.org', 'https://openedx.org/slack', 'https://openedx.org/getting-help']",True,True,True,False,,,False,,,,False,True,,True,repo-tools-data-schema,"['3', '3.11', '3.12']",https://github.com/openedx/repo-tools-data-schema,False,False,False,False
openedx/XBlock,,,,,,,6,7,0.9655,112076,True,2026-08-20,True,True,False,False,0,0,0,0,0,0,0,0,0,0,True,,True,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,2026-08-17 07:43:36,True,False,True,False,False,True,False,False,,openedx,0,"['http://scorm.com/scorm-explained/: 403', 'https://openedx.org/slack: 403', 'https://openedx.slack.com/: 403', 'https://openedx.org/getting-help: 403', 'https://github.com/openedx/XBlock/blob/master/LICENSE.txt: 404', 'https://openedx.org/r/how-to-contribute: 403', 'https://openedx.org/code-of-conduct/: 403']",True,"['http://www.lon-capa.org/', 'http://www.imsglobal.org/toolsinteroperability2.cfm', 'https://github.com/openedx/XBlock/blob/master/CHANGELOG.rst', 'https://github.com/openedx/XBlock/blob/master/xblock/__init__.py', 'https://github.com/openedx/xblock-sdk', 'https://docs.openedx.org/projects/xblock/en/latest/xblock-tutorial/index.html', 'https://discuss.openedx.org', 'https://github.com/openedx/XBlock/issues', 'https://backstage.openedx.org/catalog/default/component/xblock', 'https://img.shields.io/pypi/v/XBlock.svg', 'https://pypi.python.org/pypi/XBlock/', 'https://github.com/openedx/XBlock/workflows/Python%20CI/badge.svg?branch=master', 'https://github.com/openedx/XBlock/actions', 'https://codecov.io/github/openedx/XBlock/coverage.svg?branch=master', 'https://codecov.io/github/openedx/XBlock?branch=master', 'https://readthedocs.org/projects/XBlock/badge/?version=latest', 'https://docs.openedx.org/projects/xblock/en/latest/', 'https://img.shields.io/pypi/pyversions/XBlock.svg', 'https://img.shields.io/github/license/openedx/XBlock.svg', 'https://img.shields.io/badge/Status-Maintained-brightgreen']",True,True,True,True,.readthedocs.yaml,2,False,,,,False,False,,False,,[],,True,True,True,False
openedx/edx-celeryutils,,,,,,,3,1,0.72,1813542,True,2026-08-20,True,True,False,False,129,0,0,0,0,21,129,4,6,2,False,,True,False,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,False,2026-08-17 21:39:34,True,True,True,False,False,True,False,False,,openedx,4,"['http://edx-celeryutils.readthedocs.io/en/latest/?badge=latest: 404', 'http://edx-celeryutils.readthedocs.io/en/latest/: 404', 'https://open.edx.org/getting-help: 403']",True,"['https://img.shields.io/pypi/v/edx-celeryutils.svg', 'https://pypi.python.org/pypi/edx-celeryutils/', 'https://github.com/openedx/edx-celeryutils/workflows/Python%20CI/badge.svg?branch=master', 'https://github.com/openedx/edx-celeryutils/actions?query=workflow%3A%22Python+CI%22', 'http://codecov.io/github/edx/edx-celeryutils/coverage.svg?branch=master', 'http://codecov.io/github/edx/edx-celeryutils?branch=master', 'https://img.shields.io/pypi/pyversions/edx-celeryutils.svg', 'https://img.shields.io/github/license/edx/edx-celeryutils.svg', 'https://github.com/openedx/edx-celeryutils/blob/master/LICENSE.txt', 'https://openedx.atlassian.net/wiki/spaces/DOC/pages/21627535/Publish+Documentation+on+Read+the+Docs', 'https://github.com/openedx/.github/blob/master/CONTRIBUTING.md']",True,True,True,False,,,False,,,,True,True,,True,edx-celeryutils,"['3', '3.12']",https://github.com/openedx/edx-celeryutils,True,True,True,False
